2025 NEW Helm Creek Transects,,,,,,,,,,,,,,,,type,forb,forb,forb,forb,forb,forb,forb/Lycopod,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,graminoid (non-native),graminoid,graminoid,graminoid,graminoid,graminoid,graminoid-sedge,graminoid-sedge,graminoid-sedge,graminoid - sedge,graminoid-sedge,graminoid-rush,graminoid-rush,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte-liverwort,bryophyte-liverwort,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,woody deciduous,woody deciduous shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen,deciduous shrub,deciduous shrub,deciduous shrub,conifer,conifer,woody deciduous,ground,ground,ground,ground,ground,ground,ground,fungus
19-Jul,KC,"PE, AD, KC (beginning)","abilas: 1 seedling, 2 saplings (1 in plot)",near,0,1668,6,12,15,HC,29,7,HC-29,7,7,,,,,,,,1,,,,0.5,,25,,,,,,,,,,,,,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,5,25,,,,,,5,,,20,10,,,,,,
19-Jul,KC,"PE, AD, KC (beginning)",1 sapling,near,0,1668,6,12,15,HC,29,8,HC-29,8,8,,,,,,,,10,,,,0.5,,15,1,,,,,,,,,,,,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,10,,,,,,,5,,,10,5,0.5,,,,,
19-Jul,KC,"PE, AD, KC (beginning)",,near,0,1668,6,12,15,HC,29,9,HC-29,9,9,,,,,,,,10,,,,0.5,,20,,,,,,,,,,,,,,,,,,1,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,0.5,45,,,,,,,,,10,1,,,,,,
19-Jul,KC,"PE, AD, KC (beginning)",abila: 1 seedling,near,0,1668,6,12,15,HC,29,10,HC-29,10,10,,,,,,,,1,,,,5,,45,,,,,,,,,,,,,,,,,,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,10,,,,,,1,,,5,0.5,,,,,,
19-Jul,SJ,"TM, SJ (beginning)",,far,1,1668,6,12,15,HC,30,1,HC-30,41,11,,,,,,,,0.5,,0.5,,0.5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,5,25,,,25,,,,,,,,,,5,,,1,15,,
19-Jul,SJ,"TM, SJ (beginning)",abilas:1 sapling,far,1,1668,6,12,15,HC,30,2,HC-30,42,12,,,,,,,,,,,,0.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1,,,,,,,,10,20,,,40,,,,,,0.5,,,,5,,,5,5,,
19-Jul,SJ,"TM, SJ (beginning)",abilas: 1 sapling,far,1,1668,6,12,15,HC,30,3,HC-30,43,13,,,,,,,,,,0.5,,0.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,10,30,,,20,,,,,,0.5,,,,10,,,1,15,,
19-Jul,SJ,"TM, SJ (beginning)",abilas: 3 aplings,far,1,1668,6,12,15,HC,30,4,HC-30,44,14,,,,,,,,,,0.5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,5,14,,,15,,,,,,0.5,,,,15,1,,1,10,,
19-Jul,SJ,"TM, SJ (beginning)","abilas: 4 saplings, 1 branch rooted outside plot",far,1,1668,6,12,15,HC,30,5,HC-30,45,15,,,,,,,,,,0.5,,0.5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,10,14,,,10,,,,,,0.5,,,,5,5,,10,30,,
19-Jul,SJ,"TM, SJ (beginning)",abilas: 3 saplings,far,1,1668,6,12,15,HC,30,6,HC-30,46,16,,,,,,,,,,0.5,,0.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0.5,,,,,,,,10,10,,,25,,,,,,10,,,,1,,,5,5,,
19-Jul,SJ,"TM, SJ (beginning)","abilas: 2 splings, 1 branch rooted outside, 2 seedlings/ tsumer: 2 saplings",far,1,1668,6,12,15,HC,30,7,HC-30,47,17,,,,,,,,10,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,10,30,,,15,,,,,,5,1,,,1,,,1,10,,
19-Jul,SJ,"TM, SJ (beginning)",abilas: 2 saplings,far,1,1668,6,12,15,HC,30,8,HC-30,48,18,,,,,,,,70,,,,0.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,10,15,,0.5,10,,,,,,1,,,,0.5,,,0.5,1,,
19-Jul,SJ,"TM, SJ (beginning)",N/A,far,1,1668,6,12,15,HC,30,9,HC-30,49,19,,,,,,,,70,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,10,10,,,5,,,,,,0.5,,,,,,,,,,
19-Jul,SJ,"TM, SJ (beginning)",abilas: 6 saplings,far,1,1668,6,12,15,HC,30,10,HC-30,50,20,,,,,,,,10,,0.5,,0.5,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,5,25,,,10,,,,,,1,,,,5,1,,0.5,,,
19-Jul,SW,"NH, SW (TM moss confirmation)","abilas: 3 seedlings, 2 saplings rooted outside",near,2,1668,2,102,15,HC,29.5,1,HC-P-29.5,81,21,,,,,,,,15,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,,,40,,,,,,1,,,,10,,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: 1 sapling,near,2,1668,2,102,15,HC,29.5,2,HC-P-29.5,82,22,,,,,,,,25,,,,0.5,,1,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,35,,0.5,70,,,,,,1,,,,10,,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: 2 saplings,near,2,1668,2,102,15,HC,29.5,3,HC-P-29.5,83,23,,,,,,,,10,,,,0.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,35,,0.5,60,,,,,,20,,,,10,,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: 1 sapling,near,2,1668,2,102,15,HC,29.5,4,HC-P-29.5,84,24,,,,,,,,10,,0.5,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,15,,,30,,,,,,5,,,,15,,,,5,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: 2 seedlings/ some lichen on crust,near,2,1668,2,102,15,HC,29.5,5,HC-P-29.5,85,25,,,,,,,,40,,,,0.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,15,,,20,,,,,,1,,,,15,,,,,10,
19-Jul,SW,"NH, SW (TM moss confirmation)",some lichen on crust,far,3,1668,2,102,15,HC,30.5,1,HC-P-30.5,86,26,,,,,,,,35,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,,,15,,,,,,,,,,20,,,,,5,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: 1 sapling outside,far,3,1668,2,102,15,HC,30.5,2,HC-P-30.5,87,27,,,,,,,,30,,0.5,,1,,5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,,,15,,,,,,1,,,,15,,,,1,,
19-Jul,SW,"NH, SW (TM for moss confirmation)","""dicranum spp."" sample/ some lichen on crust",far,3,1668,2,102,15,HC,30.5,3,HC-P-30.5,88,28,,,,,,,,30,,0.5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,10,20,,,15,,,,,,,,,,15,,,,,10,
19-Jul,SW,"NH, SW (TM for moss confirmation)",rock moss/ andrea spp. sample,far,3,1668,2,102,15,HC,30.5,4,HC-P-30.5,89,29,,,,,,,,35,,1,,0.5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,,,10,10,,,15,,,,,,,,,,15,5,,,,6,
19-Jul,SW,"NH, SW (TM for moss confirmation)",foliose lichen (same as other HC transects),far,3,1668,2,102,15,HC,30.5,5,HC-P-30.5,90,30,,,,,,,,35,,0.5,,0.5,,15,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,,,15,,,,,,,,,,20,,,5,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",aulacomnium palustre  sample,near,0,1628,4,10,16,HC,31,1,HC-31,11,31,,,,,,,,,,,,1,,5,5,,,,,,,,,,,,,,,,,0.5,,,,5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,5,5,,,10,,,,,,,,,35,25,,,,,,present
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",Brachythecium spp. present (no percentage recorded),near,0,1628,4,10,16,HC,31,2,HC-31,12,32,,,,,,,,,,0.5,,0.5,,0.5,1,,,,,,,,,,,,,,,,,0.5,,,0.5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,,1,,,,,,,,,45,30,,,,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",,near,0,1628,4,10,16,HC,31,3,HC-31,13,33,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,0.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.5,0.5,,,1,,,,,,,,,15,40,,,,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",,near,0,1628,4,10,16,HC,31,4,HC-31,14,34,,,,,,,,,,,,0.5,,0.5,0.5,,,,,,,,,,,,,,1,,,0.5,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,,1,,,,,,,,,15,65,1,,,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",,near,0,1628,4,10,16,HC,31,5,HC-31,15,35,,,,,,,,,,0.5,,0.5,,5,1,,,,,,,,,,,,,,,,,0.5,,,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,1,10,,,,,,,,,5,50,1,,,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",,near,0,1628,4,10,16,HC,31,6,HC-31,16,36,,,,,,,,,,,,0.5,,1,0.5,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,1,10,,,,,,,,,20,45,1,,,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",rock moss sample,near,0,1628,4,10,16,HC,31,7,HC-31,17,37,,,,,,,,,,0.5,,0.5,,10,,,,1,,,,,,,,,,,5,,,0.5,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,,0.5,15,,,,,,,,,5,25,15,,,,,present
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",,near,0,1628,4,10,16,HC,31,8,HC-31,18,38,,,,,,,,,,5,,0.5,,5,,,,,,,,,,,,,,,5,,,1,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,25,21,,,20,,,,,,,,,10,10,25,,,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)",,near,0,1628,4,10,16,HC,31,9,HC-31,19,39,,,,,,,,,,,,5,,10,1,,,,,,,,,,,,,,,,,10,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5,,1,20,,,,,,,,,1,15,0.5,,,,,
18-Jul,"KC, AD, TM (bryos)","AD, PE, TM (Bryos, graminoids)","data sheet shows different taxa signal, combined with Bracytheciumé Brachythecium sample",near,0,1628,4,10,16,HC,31,10,HC-31,20,40,,,,,,,,,,,,1,,20,1,,,,,,,,,,,,,1,,,,1,,,0.5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,5,40,,,,,,,,,,5,10,,,,,
18-Jul,SJ,"TM, NH",abilas: 1 seedling/ Dicranum spp sample/ Yellow Moss sample/ Hiary moss sample/ Leafy Liverwort 1 sample,far,1,1628,4,10,16,HC,32,1,HC-32,51,41,,,,,,,,1,,,,,,20,,,,,,,,,,,,,,,,,,0.5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0.5,,,5,0.5,,,,15,35,,5,30,,,,,,0.5,,,,,,,,1,,
18-Jul,SJ,"TM, NH",abilas: 1 seedling/ Ceratodon spp. sample,far,1,1628,4,10,16,HC,32,2,HC-32,52,42,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,1,,,,10,50,,5,10,,,,,,0.5,,,,30,,,,1,,
18-Jul,SJ,"TM, NH",,far,1,1628,4,10,16,HC,32,3,HC-32,53,43,,,,,,,,0.5,,0.5,,0.5,,10,5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,15,40,,5,30,,,,,,,,,,10,,,,,,
18-Jul,SJ,"TM, NH",,far,1,1628,4,10,16,HC,32,4,HC-32,54,44,,,,,,,,1,,,,0.5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,5,,,,0.5,,,,,,,,10,30,,1,20,,,,,,,,,,35,,,,5,,
18-Jul,SJ,"TM, NH",,far,1,1628,4,10,16,HC,32,5,HC-32,55,45,,,,,,,,,,,,0.5,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,15,10,,1,35,,,,,,,,,,10,,,,1,,
18-Jul,SJ,"TM, NH",,far,1,1628,4,10,16,HC,32,6,HC-32,56,46,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1,5,,,,,,,15,10,,1,25,,,,,,,,,,45,,,,1,,
18-Jul,SJ,"TM, NH",,far,1,1628,4,10,16,HC,32,7,HC-32,57,47,,,,,,,,0.5,,0.5,,1,,30,15,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,15,,,60,,,,,,,,,,0.5,,,,,,
18-Jul,SJ,"TM, NH",N/A,far,1,1628,4,10,16,HC,32,8,HC-32,58,48,,,,,,,,1,,0.5,,1,,10,5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,10,20,,,15,,,,,,0.5,,,,15,,,,0.5,,
18-Jul,SJ,"TM, NH",,far,1,1628,4,10,16,HC,32,9,HC-32,59,49,,,,,,,,0.5,,0.5,,0.5,,1,1,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,20,,1,20,,,,,,,,,,25,,,,,,
18-Jul,SJ,"TM, NH",,far,1,1628,4,10,16,HC,32,10,HC-32,60,50,,,,,,,,1,,0.5,,0.5,,5,10,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,20,,5,25,,,,,,,,,,5,,,,,,
18-Jul,SW,"NH, SW (TM for moss confirmation)",,near,2,1628,4,286,16,HC,31.5,1,HC-P-31.5,91,51,,,,,,,,,,1,,5,,10,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,1,30,,,,,,,,,,40,,,,,,
18-Jul,SW,"NH, SW (TM for moss confirmation)",Yellow moss  sample,near,2,1628,4,286,16,HC,31.5,2,HC-P-31.5,92,52,,,,,,,,5,,,,1,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,5,35,,1,45,,,,,,,,,,20,,,0.5,,,
18-Jul,SW,"NH, SW (TM for moss confirmation)",crust: lichen on top/ Ceratdon sample,near,2,1628,4,286,16,HC,31.5,3,HC-P-31.5,93,53,,,,,,,,5,,,,0.5,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,15,20,,1,25,,,,,,,,,,15,,,,,6,
18-Jul,SW,"NH, SW (TM for moss confirmation)",crust: lichen on top/ ceratocranum sample,near,2,1628,4,286,16,HC,31.5,4,HC-P-31.5,94,54,,,,,,,,1,,,,1,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,10,40,,1,35,,,,,,,,,,20,,,,,10,
18-Jul,SW,"NH, SW (TM for moss confirmation)","abilas: seedling/ crust: lichen on top / ""Dicranum Tauricum",near,2,1628,4,286,16,HC,31.5,5,HC-P-31.5,95,55,,,,,,,,,,,,0.5,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,5,,10,50,,0.5,50,,,,,,0.5,,,,15,,,,,5,
18-Jul,SW,"NH, SW (TM for moss confirmation)",crust: a bit of lichen,far,3,1628,4,286,16,HC,32.5,1,HC-P-32.5,96,56,,,,,,,,10,,,,0.5,,10,10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.5,,,,,1,,10,35,,1,50,,,,,,,,,,5,,,,,5,
18-Jul,SW,"NH, SW (TM for moss confirmation)",,far,3,1628,4,286,16,HC,32.5,2,HC-P-32.5,97,57,,,,,,,,15,,0.5,,0.5,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,1,1,,,,,,,20,35,,5,25,,,,,,,,,,20,,,,,,
18-Jul,SW,"NH, SW (TM for moss confirmation)",,far,3,1628,,286,16,HC,32.5,3,HC-P-32.5,98,58,,,,,,,,25,,0.5,,0.5,,10,5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,5,30,,,,,,,,,,15,,,,,,
18-Jul,SW,"NH, SW (TM for moss confirmation)",Barhat: sphagmum,far,3,1628,,286,16,HC,32.5,4,HC-P-32.5,99,59,,,,,,,,45,,,,0.5,,10,1,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,30,30,,5,35,,,,,,,,,,5,,,,,,
18-Jul,SW,"NH, SW (TM for moss confirmation)",,far,3,1628,,286,16,HC,32.5,5,HC-P-32.5,100,60,,,,,,,,1,,1,,0.5,,10,40,,,,,,,,,,,,,,,,,0.5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,5,15,,,,,,,,,,10,,,,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",abilas: 1 seeling,near,0,1738,2,8,17,HC,33,1,HC-33,21,61,,0.5,,0.5,,,1,,,1,,0.5,,20,,,,5,,,,,,,0.5,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,5,,,,,,1,,,50,0.5,,,,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,2,HC-33,22,62,,1,,1,,,,1,,1,,0.5,,15,,,,5,,,,,,,1,,,,1,,,10,,,1,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1,,,,,,,,5,,,1,,,,,,,,,30,1,,,,1,,
